code,name,industry,area,source
603879.SH,永悦科技,化工原料,江苏,tushare
603880.SH,南卫股份,医疗保健,江苏,tushare
603881.SH,数据港,软件服务,上海,tushare
603882.SH,金域医学,医疗保健,广东,tushare
603883.SH,老百姓,医药商业,湖南,tushare
603885.SH,吉祥航空,空运,上海,tushare
603886.SH,元祖股份,食品,上海,tushare
603887.SH,城地香江,软件服务,上海,tushare
603888.SH,新华网,互联网,北京,tushare
603889.SH,新澳股份,纺织,浙江,tushare
603890.SH,春秋电子,元器件,江苏,tushare
603893.SH,瑞芯微,半导体,福建,tushare
603895.SH,天永智能,专用机械,上海,tushare
603896.SH,寿仙谷,中成药,浙江,tushare
603897.SH,长城科技,电气设备,浙江,tushare
603898.SH,好莱客,家居用品,广东,tushare
603899.SH,晨光股份,文教休闲,上海,tushare
603900.SH,莱绅通灵,服饰,江苏,tushare
603901.SH,永创智能,专用机械,浙江,tushare
603903.SH,中持股份,环境保护,北京,tushare
603906.SH,龙蟠科技,电气设备,江苏,tushare
603908.SH,牧高笛,纺织,浙江,tushare
603909.SH,建发合诚,建筑工程,福建,tushare
603912.SH,佳力图,专用机械,江苏,tushare
603915.SH,国茂股份,机械基件,江苏,tushare
603916.SH,苏博特,化工原料,江苏,tushare
603917.SH,合力科技,汽车配件,浙江,tushare
603918.SH,金桥信息,软件服务,上海,tushare
603919.SH,金徽酒,白酒,甘肃,tushare
603920.SH,世运电路,元器件,广东,tushare
603922.SH,金鸿顺,汽车配件,江苏,tushare
603926.SH,铁流股份,汽车配件,浙江,tushare
603927.SH,中科软,软件服务,北京,tushare
603928.SH,兴业股份,化工原料,江苏,tushare
603929.SH,亚翔集成,装修装饰,江苏,tushare
603931.SH,格林达,化工原料,浙江,tushare
603933.SH,睿能科技,元器件,福建,tushare
603936.SH,博敏电子,元器件,广东,tushare
603937.SH,丽岛新材,铝,江苏,tushare
603938.SH,三孚股份,化工原料,河北,tushare
603939.SH,益丰药房,医药商业,湖南,tushare
603948.SH,建业股份,化工原料,浙江,tushare
603949.SH,雪龙集团,汽车配件,浙江,tushare
603950.SH,长源东谷,汽车配件,湖北,tushare
603955.SH,大千生态,建筑工程,江苏,tushare
603956.SH,威派格,专用机械,上海,tushare
603958.SH,哈森股份,服饰,江苏,tushare
603959.SH,百利科技,建筑工程,湖南,tushare
603960.SH,克来机电,汽车配件,上海,tushare
603966.SH,法兰泰克,专用机械,江苏,tushare
603967.SH,中创物流,仓储物流,山东,tushare
603968.SH,醋化股份,化工原料,江苏,tushare
603969.SH,银龙股份,其他建材,天津,tushare
603970.SH,中农立华,农药化肥,北京,tushare
603976.SH,正川股份,医疗保健,重庆,tushare
603977.SH,国泰集团,化工原料,江西,tushare
603978.SH,深圳新星,小金属,深圳,tushare
603979.SH,金诚信,铜,北京,tushare
603980.SH,吉华集团,染料涂料,浙江,tushare
603982.SH,泉峰汽车,汽车配件,江苏,tushare
603983.SH,丸美生物,日用化工,广东,tushare
603985.SH,恒润股份,电气设备,江苏,tushare
603986.SH,兆易创新,半导体,北京,tushare
603987.SH,康德莱,医疗保健,上海,tushare
603988.SH,中电电机,电气设备,江苏,tushare
603989.SH,艾华集团,元器件,湖南,tushare
603990.SH,麦迪科技,软件服务,江苏,tushare
603991.SH,至正股份,塑料,深圳,tushare
603992.SH,松霖科技,家居用品,福建,tushare
603993.SH,洛阳钼业,小金属,河南,tushare
603995.SH,甬金股份,特种钢,浙江,tushare
603997.SH,继峰股份,汽车配件,浙江,tushare
603998.SH,方盛制药,中成药,湖南,tushare
603999.SH,读者传媒,出版业,甘肃,tushare
605001.SH,威奥股份,运输设备,山东,tushare
605003.SH,众望布艺,纺织,浙江,tushare
605005.SH,合兴股份,汽车配件,浙江,tushare
605006.SH,山东玻纤,玻璃,山东,tushare
605007.SH,五洲特纸,造纸,浙江,tushare
605008.SH,长鸿高科,橡胶,浙江,tushare
605009.SH,豪悦护理,造纸,浙江,tushare
605011.SH,杭州热电,供气供热,浙江,tushare
605016.SH,百龙创园,食品,山东,tushare
605018.SH,长华集团,汽车配件,浙江,tushare
605020.SH,永和股份,化工原料,浙江,tushare
605028.SH,世茂能源,供气供热,浙江,tushare
605033.SH,美邦股份,农药化肥,陕西,tushare
605050.SH,福然德,仓储物流,上海,tushare
605055.SH,迎丰股份,纺织,浙江,tushare
605056.SH,咸亨国际,电器仪表,浙江,tushare
605058.SH,澳弘电子,元器件,江苏,tushare
605060.SH,联德股份,机械基件,浙江,tushare
605066.SH,天正电气,电气设备,浙江,tushare
605068.SH,明新旭腾,汽车配件,浙江,tushare
605069.SH,正和生态,环境保护,北京,tushare
605077.SH,华康股份,食品,浙江,tushare
605080.SH,浙江自然,文教休闲,浙江,tushare
605081.SH,*ST太和,环境保护,上海,tushare
605086.SH,龙高股份,矿物制品,福建,tushare
605088.SH,冠盛股份,汽车配件,浙江,tushare
605089.SH,味知香,食品,江苏,tushare
605090.SH,九丰能源,供气供热,江西,tushare
605098.SH,行动教育,文教休闲,上海,tushare
605099.SH,共创草坪,文教休闲,江苏,tushare
605100.SH,华丰股份,机械基件,山东,tushare
605108.SH,同庆楼,酒店餐饮,安徽,tushare
605111.SH,新洁能,半导体,江苏,tushare
605116.SH,奥锐特,化学制药,浙江,tushare
605117.SH,德业股份,电气设备,浙江,tushare
605118.SH,力鼎光电,元器件,福建,tushare
605122.SH,四方新材,水泥,重庆,tushare
605123.SH,派克新材,航空,江苏,tushare
605128.SH,上海沿浦,汽车配件,上海,tushare
605133.SH,嵘泰股份,汽车配件,江苏,tushare
605136.SH,丽人丽妆,其他商业,上海,tushare
605138.SH,盛泰集团,服饰,浙江,tushare
605151.SH,西上海,汽车配件,上海,tushare
605155.SH,西大门,家居用品,浙江,tushare
605158.SH,华达新材,钢加工,浙江,tushare
605162.SH,新中港,供气供热,浙江,tushare
605166.SH,聚合顺,化纤,浙江,tushare
605167.SH,利柏特,建筑工程,江苏,tushare
605168.SH,三人行,互联网,陕西,tushare
605169.SH,洪通燃气,供气供热,新疆,tushare
605177.SH,东亚药业,化学制药,浙江,tushare
605178.SH,时空科技,装修装饰,北京,tushare
605179.SH,一鸣食品,乳制品,浙江,tushare
605180.SH,华生科技,纺织,浙江,tushare
605183.SH,确成股份,化工原料,江苏,tushare
605186.SH,健麾信息,专用机械,上海,tushare
605188.SH,国光连锁,超市连锁,江西,tushare
605189.SH,富春染织,纺织,安徽,tushare
605196.SH,华通线缆,电气设备,河北,tushare
605198.SH,安德利,软饮料,山东,tushare
605199.SH,ST葫芦娃,中成药,海南,tushare
605208.SH,永茂泰,铝,上海,tushare
605218.SH,伟时电子,元器件,江苏,tushare
605222.SH,起帆电缆,电气设备,上海,tushare
605228.SH,神通科技,汽车配件,浙江,tushare
605255.SH,天普股份,汽车配件,浙江,tushare
605258.SH,协和电子,元器件,江苏,tushare
605259.SH,绿田机械,农用机械,浙江,tushare
605266.SH,健之佳,医药商业,云南,tushare
605268.SH,王力安防,家居用品,浙江,tushare
605277.SH,新亚电子,元器件,浙江,tushare
605286.SH,同力日升,运输设备,江苏,tushare
605287.SH,德才股份,装修装饰,山东,tushare
605288.SH,凯迪股份,电气设备,江苏,tushare
605289.SH,罗曼股份,建筑工程,上海,tushare
605296.SH,神农集团,农业综合,云南,tushare
605298.SH,必得科技,运输设备,江苏,tushare
605299.SH,舒华体育,文教休闲,福建,tushare
605300.SH,佳禾食品,乳制品,江苏,tushare
605303.SH,园林股份,建筑工程,浙江,tushare
605305.SH,中际联合,工程机械,北京,tushare
605318.SH,法狮龙,其他建材,浙江,tushare
605319.SH,无锡振华,汽车配件,江苏,tushare
605333.SH,沪光股份,汽车配件,江苏,tushare
605336.SH,帅丰电器,家用电器,浙江,tushare
605337.SH,李子园,乳制品,浙江,tushare
605338.SH,巴比食品,食品,上海,tushare
605339.SH,南侨食品,食品,上海,tushare
605358.SH,立昂微,半导体,浙江,tushare
605365.SH,立达信,家用电器,福建,tushare
605366.SH,宏柏新材,化工原料,江西,tushare
605368.SH,蓝天燃气,供气供热,河南,tushare
605369.SH,拱东医疗,医疗保健,浙江,tushare
605376.SH,博迁新材,小金属,江苏,tushare
605377.SH,华旺科技,造纸,浙江,tushare
605378.SH,野马电池,电气设备,浙江,tushare
605388.SH,均瑶健康,乳制品,湖北,tushare
605389.SH,长龄液压,机械基件,江苏,tushare
605398.SH,新炬网络,软件服务,上海,tushare
605399.SH,晨光新材,化工原料,江西,tushare
605488.SH,福莱新材,塑料,浙江,tushare
605499.SH,东鹏饮料,软饮料,深圳,tushare
605500.SH,森林包装,造纸,浙江,tushare
605507.SH,国邦医药,化学制药,浙江,tushare
605555.SH,德昌股份,家用电器,浙江,tushare
605566.SH,福莱蒽特,染料涂料,浙江,tushare
605567.SH,春雪食品,食品,山东,tushare
605577.SH,龙版传媒,出版业,黑龙江,tushare
605580.SH,恒盛能源,供气供热,浙江,tushare
605588.SH,冠石科技,元器件,江苏,tushare
605589.SH,圣泉集团,化工原料,山东,tushare
605598.SH,上海港湾,建筑工程,上海,tushare
605599.SH,菜百股份,服饰,北京,tushare
688001.SH,华兴源创,专用机械,江苏,tushare
688002.SH,睿创微纳,通信设备,山东,tushare
688003.SH,天准科技,专用机械,江苏,tushare
688004.SH,博汇科技,软件服务,北京,tushare
688005.SH,容百科技,电气设备,浙江,tushare
688006.SH,杭可科技,电气设备,浙江,tushare
688007.SH,光峰科技,元器件,深圳,tushare
688008.SH,澜起科技,半导体,上海,tushare
688009.SH,中国通号,运输设备,北京,tushare
688010.SH,福光股份,元器件,福建,tushare
688011.SH,新光光电,元器件,黑龙江,tushare
688012.SH,中微公司,半导体,上海,tushare
688013.SH,天臣医疗,医疗保健,江苏,tushare
688015.SH,交控科技,运输设备,北京,tushare
688016.SH,心脉医疗,医疗保健,上海,tushare
688017.SH,绿的谐波,机械基件,江苏,tushare
688018.SH,乐鑫科技,半导体,上海,tushare
688019.SH,安集科技,半导体,上海,tushare
688020.SH,方邦股份,元器件,广东,tushare
688021.SH,奥福科技,汽车配件,山东,tushare
688022.SH,瀚川智能,专用机械,江苏,tushare
688023.SH,安恒信息,软件服务,浙江,tushare
688025.SH,杰普特,专用机械,深圳,tushare
688026.SH,洁特生物,医疗保健,广东,tushare
688027.SH,国盾量子,通信设备,安徽,tushare
688028.SH,沃尔德,机械基件,北京,tushare
688029.SH,南微医学,医疗保健,江苏,tushare
688030.SH,山石网科,软件服务,江苏,tushare
688031.SH,星环科技-U,软件服务,上海,tushare
688032.SH,禾迈股份,电气设备,浙江,tushare
688033.SH,天宜新材,电气设备,北京,tushare
688035.SH,德邦科技,半导体,山东,tushare
688036.SH,传音控股,通信设备,深圳,tushare
688037.SH,芯源微,半导体,辽宁,tushare
688038.SH,中科通达,软件服务,湖北,tushare
688039.SH,当虹科技,软件服务,浙江,tushare
688041.SH,海光信息,半导体,天津,tushare
688045.SH,必易微,半导体,深圳,tushare
688046.SH,药康生物,生物制药,江苏,tushare
688047.SH,龙芯中科,半导体,北京,tushare
688048.SH,长光华芯,半导体,江苏,tushare
688049.SH,炬芯科技,半导体,广东,tushare
688050.SH,爱博医疗,医疗保健,北京,tushare
688051.SH,佳华科技,软件服务,北京,tushare
688052.SH,纳芯微,半导体,江苏,tushare
688053.SH,思科瑞,元器件,四川,tushare
688055.SH,龙腾光电,元器件,江苏,tushare
688056.SH,莱伯泰科,电器仪表,北京,tushare
688057.SH,金达莱,环境保护,江西,tushare
688058.SH,宝兰德,软件服务,北京,tushare
688059.SH,华锐精密,机械基件,湖南,tushare
688060.SH,云涌科技,IT设备,江苏,tushare
688061.SH,灿瑞科技,半导体,上海,tushare
688062.SH,迈威生物-U,生物制药,上海,tushare
688063.SH,派能科技,电气设备,上海,tushare
688065.SH,凯赛生物,化工原料,上海,tushare
688066.SH,航天宏图,软件服务,北京,tushare
688067.SH,爱威科技,医疗保健,湖南,tushare
688068.SH,热景生物,医疗保健,北京,tushare
688069.SH,德林海,环境保护,江苏,tushare
688070.SH,纵横股份,航空,四川,tushare
688071.SH,华依科技,专用机械,上海,tushare
688072.SH,拓荆科技,半导体,辽宁,tushare
688073.SH,毕得医药,化学制药,上海,tushare
688075.SH,安旭生物,医疗保健,浙江,tushare
688076.SH,ST诺泰,生物制药,江苏,tushare
688077.SH,大地熊,矿物制品,安徽,tushare
688078.SH,龙软科技,软件服务,北京,tushare
688079.SH,美迪凯,元器件,浙江,tushare
688080.SH,映翰通,通信设备,北京,tushare
688081.SH,兴图新科,软件服务,湖北,tushare
688082.SH,盛美上海,半导体,上海,tushare
688083.SH,中望软件,软件服务,广东,tushare
688084.SH,晶品特装,专用机械,北京,tushare
688085.SH,三友医疗,医疗保健,上海,tushare
688087.SH,英科再生,环境保护,山东,tushare
688088.SH,虹软科技,软件服务,浙江,tushare
688089.SH,嘉必优,食品,湖北,tushare
688090.SH,瑞松科技,专用机械,广东,tushare
688091.SH,上海谊众,化学制药,上海,tushare
688092.SH,爱科科技,专用机械,浙江,tushare
688093.SH,世华科技,化工原料,江苏,tushare
688095.SH,福昕软件,软件服务,福建,tushare
688096.SH,京源环保,环境保护,江苏,tushare
688097.SH,博众精工,专用机械,江苏,tushare
688098.SH,申联生物,农业综合,上海,tushare
688099.SH,晶晨股份,半导体,上海,tushare
688100.SH,威胜信息,通信设备,湖南,tushare
688101.SH,三达膜,环境保护,陕西,tushare
688102.SH,斯瑞新材,铜,陕西,tushare
688103.SH,国力股份,元器件,江苏,tushare
688105.SH,诺唯赞,生物制药,江苏,tushare
688106.SH,金宏气体,化工原料,江苏,tushare
688107.SH,安路科技,半导体,上海,tushare
688108.SH,赛诺医疗,医疗保健,天津,tushare
688109.SH,品茗科技,软件服务,浙江,tushare
688110.SH,东芯股份,半导体,上海,tushare
688111.SH,金山办公,软件服务,北京,tushare
688112.SH,鼎阳科技,电器仪表,深圳,tushare
688113.SH,联测科技,专用机械,江苏,tushare
688114.SH,华大智造,医疗保健,深圳,tushare
688115.SH,思林杰,电器仪表,广东,tushare
688116.SH,天奈科技,化工原料,江苏,tushare
688117.SH,圣诺生物,生物制药,四川,tushare
688118.SH,普元信息,软件服务,上海,tushare
688119.SH,中钢洛耐,其他建材,河南,tushare
688120.SH,华海清科,半导体,天津,tushare
688121.SH,卓然股份,专用机械,上海,tushare
688122.SH,西部超导,小金属,陕西,tushare
688123.SH,聚辰股份,半导体,上海,tushare
688125.SH,安达智能,专用机械,广东,tushare
688126.SH,沪硅产业,半导体,上海,tushare
688127.SH,蓝特光学,元器件,浙江,tushare
688128.SH,中国电研,专用机械,广东,tushare
688129.SH,东来技术,染料涂料,上海,tushare
688130.SH,晶华微,半导体,浙江,tushare
688131.SH,皓元医药,化学制药,上海,tushare
688132.SH,邦彦技术,通信设备,深圳,tushare
688133.SH,泰坦科技,化工原料,上海,tushare
688135.SH,利扬芯片,半导体,广东,tushare
688136.SH,科兴制药,生物制药,山东,tushare
688137.SH,近岸蛋白,生物制药,江苏,tushare
688138.SH,清溢光电,半导体,深圳,tushare
688139.SH,海尔生物,医疗保健,山东,tushare
688141.SH,杰华特,半导体,浙江,tushare
688143.SH,长盈通,通信设备,湖北,tushare
688146.SH,中船特气,半导体,河北,tushare
688147.SH,微导纳米,专用机械,江苏,tushare
688148.SH,芳源股份,电气设备,广东,tushare
688150.SH,莱特光电,元器件,陕西,tushare
688151.SH,华强科技,医疗保健,湖北,tushare
688152.SH,麒麟信安,软件服务,湖南,tushare
688153.SH,唯捷创芯,半导体,天津,tushare
688155.SH,先惠技术,电气设备,上海,tushare
688156.SH,路德环境,饲料,湖北,tushare
688157.SH,松井股份,染料涂料,湖南,tushare
688158.SH,优刻得-W,软件服务,上海,tushare
688159.SH,有方科技,通信设备,深圳,tushare
688160.SH,步科股份,电器仪表,上海,tushare
688161.SH,威高骨科,医疗保健,山东,tushare
688162.SH,巨一科技,专用机械,安徽,tushare
688163.SH,赛伦生物,生物制药,上海,tushare
688165.SH,埃夫特-U,专用机械,安徽,tushare
688166.SH,博瑞医药,化学制药,江苏,tushare
688167.SH,炬光科技,元器件,陕西,tushare
688168.SH,安博通,软件服务,北京,tushare
688169.SH,石头科技,家用电器,北京,tushare
688170.SH,德龙激光,专用机械,江苏,tushare
688171.SH,纬德信息,软件服务,广东,tushare
688172.SH,燕东微,半导体,北京,tushare
688173.SH,希荻微,半导体,广东,tushare
688175.SH,高凌信息,通信设备,广东,tushare
688176.SH,亚虹医药-U,化学制药,江苏,tushare
688177.SH,百奥泰,生物制药,广东,tushare
688178.SH,万德斯,环境保护,江苏,tushare
688179.SH,阿拉丁,化学制药,上海,tushare
688180.SH,君实生物-U,生物制药,上海,tushare
688181.SH,八亿时空,元器件,北京,tushare
688182.SH,灿勤科技,通信设备,江苏,tushare
688183.SH,生益电子,元器件,广东,tushare
688184.SH,ST帕瓦,电气设备,浙江,tushare
688185.SH,康希诺,生物制药,天津,tushare
688186.SH,广大特材,特种钢,江苏,tushare
688187.SH,时代电气,运输设备,湖南,tushare
688188.SH,柏楚电子,专用机械,上海,tushare
688189.SH,南新制药,化学制药,湖南,tushare
688190.SH,云路股份,矿物制品,山东,tushare
688191.SH,智洋创新,软件服务,山东,tushare
688192.SH,迪哲医药-U,生物制药,江苏,tushare
688193.SH,仁度生物,医疗保健,上海,tushare
688195.SH,腾景科技,元器件,福建,tushare
688196.SH,卓越新能,环境保护,福建,tushare
688197.SH,首药控股-U,化学制药,北京,tushare
688198.SH,佰仁医疗,医疗保健,北京,tushare
688199.SH,久日新材,化工原料,天津,tushare
688200.SH,华峰测控,半导体,北京,tushare
688201.SH,信安世纪,软件服务,北京,tushare
688202.SH,美迪西,医疗保健,上海,tushare
688203.SH,海正生材,塑料,浙江,tushare
688205.SH,德科立,通信设备,江苏,tushare
688206.SH,概伦电子,半导体,上海,tushare
688207.SH,格灵深瞳,软件服务,北京,tushare
688208.SH,道通科技,IT设备,深圳,tushare
688209.SH,英集芯,半导体,深圳,tushare
688210.SH,统联精密,元器件,深圳,tushare
688211.SH,中科微至,专用机械,江苏,tushare
688212.SH,澳华内镜,医疗保健,上海,tushare
688213.SH,思特威-W,半导体,上海,tushare
688215.SH,瑞晟智能,专用机械,浙江,tushare
688216.SH,气派科技,半导体,深圳,tushare
688217.SH,睿昂基因,医疗保健,上海,tushare
688218.SH,江苏北人,专用机械,江苏,tushare
688219.SH,会通股份,塑料,安徽,tushare
688220.SH,翱捷科技-U,半导体,上海,tushare
688221.SH,前沿生物-U,生物制药,江苏,tushare
688222.SH,成都先导,化学制药,四川,tushare
688223.SH,晶科能源,电气设备,江西,tushare
688225.SH,亚信安全,软件服务,江苏,tushare
688226.SH,威腾电气,电气设备,江苏,tushare
688227.SH,品高股份,软件服务,广东,tushare
688228.SH,开普云,软件服务,广东,tushare
688229.SH,博睿数据,软件服务,北京,tushare
688230.SH,芯导科技,半导体,上海,tushare
688231.SH,隆达股份,航空,江苏,tushare
688232.SH,新点软件,软件服务,江苏,tushare
688233.SH,神工股份,半导体,辽宁,tushare
688234.SH,天岳先进,半导体,山东,tushare
688235.SH,百济神州-U,生物制药,北京,tushare
688236.SH,春立医疗,医疗保健,北京,tushare
688237.SH,超卓航科,航空,湖北,tushare
688238.SH,和元生物,医疗保健,上海,tushare
688239.SH,航宇科技,航空,贵州,tushare
688244.SH,永信至诚,软件服务,北京,tushare
688246.SH,嘉和美康,软件服务,北京,tushare
688247.SH,宣泰医药,化学制药,上海,tushare
688248.SH,南网科技,电气设备,广东,tushare
688249.SH,晶合集成,半导体,安徽,tushare
688251.SH,井松智能,专用机械,安徽,tushare
688252.SH,天德钰,半导体,深圳,tushare
688253.SH,英诺特,医疗保健,北京,tushare
688255.SH,凯尔达,机械基件,浙江,tushare
688256.SH,寒武纪-U,半导体,北京,tushare
688257.SH,新锐股份,机械基件,江苏,tushare
688258.SH,卓易信息,软件服务,江苏,tushare
688259.SH,创耀科技,半导体,江苏,tushare
688260.SH,昀冢科技,元器件,江苏,tushare
688261.SH,东微半导,半导体,江苏,tushare
688262.SH,国芯科技,半导体,江苏,tushare
688265.SH,南模生物,医疗保健,上海,tushare
688266.SH,泽璟制药-U,生物制药,江苏,tushare
688267.SH,中触媒,化工原料,辽宁,tushare
688268.SH,华特气体,化工原料,广东,tushare
688269.SH,凯立新材,化工原料,陕西,tushare
688270.SH,臻镭科技,半导体,浙江,tushare
688271.SH,联影医疗,医疗保健,上海,tushare
688272.SH,富吉瑞,元器件,北京,tushare
688273.SH,麦澜德,医疗保健,江苏,tushare
688275.SH,万润新能,电气设备,湖北,tushare
688276.SH,百克生物,生物制药,吉林,tushare
688277.SH,天智航-U,医疗保健,北京,tushare
688278.SH,特宝生物,生物制药,福建,tushare
688279.SH,峰岹科技,半导体,深圳,tushare
688280.SH,精进电动-UW,汽车配件,北京,tushare
688281.SH,华秦科技,航空,陕西,tushare
688282.SH,理工导航,通信设备,北京,tushare
688283.SH,坤恒顺维,电器仪表,四川,tushare
688285.SH,高铁电气,运输设备,陕西,tushare
688286.SH,敏芯股份,半导体,江苏,tushare
688287.SH,*ST观典,航空,北京,tushare
688288.SH,鸿泉物联,IT设备,浙江,tushare
688289.SH,圣湘生物,医疗保健,湖南,tushare
688290.SH,景业智能,专用机械,浙江,tushare
688291.SH,金橙子,软件服务,北京,tushare
688292.SH,浩瀚深度,通信设备,北京,tushare
688293.SH,奥浦迈,生物制药,上海,tushare
688295.SH,中复神鹰,化纤,江苏,tushare
688296.SH,和达科技,软件服务,浙江,tushare
688297.SH,中无人机,航空,四川,tushare
688298.SH,东方生物,医疗保健,浙江,tushare
688299.SH,长阳科技,元器件,浙江,tushare
688300.SH,联瑞新材,矿物制品,江苏,tushare
688301.SH,奕瑞科技,医疗保健,上海,tushare
688302.SH,海创药业-U,生物制药,四川,tushare
688303.SH,大全能源,电气设备,新疆,tushare
688305.SH,科德数控,机床制造,辽宁,tushare
688306.SH,均普智能,专用机械,浙江,tushare
688307.SH,中润光学,元器件,浙江,tushare
688308.SH,欧科亿,机械基件,湖南,tushare
688309.SH,恒誉环保,环境保护,山东,tushare
688310.SH,迈得医疗,医疗保健,浙江,tushare
688311.SH,盟升电子,元器件,四川,tushare
688312.SH,燕麦科技,专用机械,深圳,tushare
688313.SH,仕佳光子,通信设备,河南,tushare
688314.SH,康拓医疗,医疗保健,陕西,tushare
688315.SH,诺禾致源,医疗保健,北京,tushare
688316.SH,青云科技-U,软件服务,北京,tushare
688317.SH,之江生物,医疗保健,上海,tushare
688318.SH,财富趋势,软件服务,深圳,tushare
688319.SH,欧林生物,生物制药,四川,tushare
688320.SH,禾川科技,电器仪表,浙江,tushare
688321.SH,微芯生物,化学制药,深圳,tushare
688322.SH,奥比中光-UW,元器件,深圳,tushare
688323.SH,瑞华泰,塑料,深圳,tushare
688325.SH,赛微微电,半导体,广东,tushare
688326.SH,经纬恒润-W,汽车配件,北京,tushare
688327.SH,云从科技-UW,软件服务,广东,tushare
688328.SH,深科达,专用机械,深圳,tushare
688329.SH,艾隆科技,专用机械,江苏,tushare
688330.SH,宏力达,电气设备,上海,tushare
688331.SH,荣昌生物,生物制药,山东,tushare
688332.SH,中科蓝讯,半导体,深圳,tushare
688333.SH,铂力特,机械基件,陕西,tushare
688334.SH,西高院,电气设备,陕西,tushare
688335.SH,复洁环保,环境保护,上海,tushare
688336.SH,三生国健,生物制药,上海,tushare
688337.SH,普源精电,电器仪表,江苏,tushare
688338.SH,赛科希德,医疗保健,北京,tushare
688339.SH,亿华通-U,汽车配件,北京,tushare
688343.SH,云天励飞-U,软件服务,深圳,tushare
688345.SH,博力威,电气设备,广东,tushare
688347.SH,华虹公司,半导体,上海,tushare
688348.SH,昱能科技,电气设备,浙江,tushare
688349.SH,三一重能,电气设备,北京,tushare
688350.SH,富淼科技,化工原料,江苏,tushare
688351.SH,微电生理,医疗保健,上海,tushare
688352.SH,颀中科技,半导体,安徽,tushare
688353.SH,华盛锂电,化工原料,江苏,tushare
688355.SH,明志科技,机械基件,江苏,tushare
688356.SH,键凯科技,化学制药,北京,tushare
688357.SH,建龙微纳,化工原料,河南,tushare
688358.SH,祥生医疗,医疗保健,江苏,tushare
688359.SH,三孚新科,化工原料,广东,tushare
688360.SH,德马科技,机械基件,浙江,tushare
688361.SH,中科飞测,半导体,深圳,tushare
688362.SH,甬矽电子,半导体,浙江,tushare
688363.SH,华熙生物,医疗保健,山东,tushare
688365.SH,光云科技,软件服务,浙江,tushare
688366.SH,昊海生科,医疗保健,上海,tushare
688367.SH,工大高科,运输设备,安徽,tushare
688368.SH,晶丰明源,半导体,上海,tushare
688369.SH,致远互联,软件服务,北京,tushare
688370.SH,丛麟科技,环境保护,上海,tushare
688371.SH,菲沃泰,元器件,江苏,tushare
688372.SH,伟测科技,半导体,上海,tushare
688373.SH,盟科药业-U,化学制药,上海,tushare
688375.SH,国博电子,元器件,江苏,tushare
688376.SH,美埃科技,专用机械,江苏,tushare
688377.SH,迪威尔,专用机械,江苏,tushare
688378.SH,奥来德,专用机械,吉林,tushare
688379.SH,华光新材,机械基件,浙江,tushare
688380.SH,中微半导,半导体,深圳,tushare
688381.SH,帝奥微,半导体,江苏,tushare
688382.SH,益方生物-U,生物制药,上海,tushare
688383.SH,新益昌,专用机械,深圳,tushare
688385.SH,复旦微电,半导体,上海,tushare
688386.SH,泛亚微透,化工原料,江苏,tushare
688387.SH,信科移动-U,通信设备,湖北,tushare
688388.SH,嘉元科技,电气设备,广东,tushare
688389.SH,普门科技,医疗保健,深圳,tushare
688390.SH,固德威,电气设备,江苏,tushare
688391.SH,钜泉科技,半导体,上海,tushare
688392.SH,骄成超声,专用机械,上海,tushare
688393.SH,安必平,医疗保健,广东,tushare
688395.SH,正弦电气,机械基件,深圳,tushare
688396.SH,华润微,半导体,江苏,tushare
688398.SH,赛特新材,矿物制品,福建,tushare
688399.SH,硕世生物,医疗保健,江苏,tushare
688400.SH,凌云光,专用机械,北京,tushare
688401.SH,路维光电,半导体,深圳,tushare
688403.SH,汇成股份,半导体,安徽,tushare
688408.SH,中信博,电气设备,江苏,tushare
688409.SH,富创精密,半导体,辽宁,tushare
688410.SH,山外山,医疗保健,重庆,tushare
688411.SH,海博思创,电气设备,北京,tushare
688416.SH,恒烁股份,半导体,安徽,tushare
688418.SH,震有科技,通信设备,深圳,tushare
688419.SH,耐科装备,半导体,安徽,tushare
688420.SH,美腾科技,专用机械,天津,tushare
688425.SH,铁建重工,工程机械,湖南,tushare
688426.SH,康为世纪,生物制药,江苏,tushare
688428.SH,诺诚健华-U,生物制药,北京,tushare
688429.SH,时创能源,电气设备,江苏,tushare
688432.SH,有研硅,半导体,北京,tushare
688433.SH,华曙高科,专用机械,湖南,tushare
688435.SH,英方软件,软件服务,上海,tushare
688439.SH,振华风光,元器件,贵州,tushare
688443.SH,智翔金泰-U,生物制药,重庆,tushare
688448.SH,磁谷科技,专用机械,江苏,tushare
688449.SH,联芸科技,半导体,浙江,tushare
688450.SH,光格科技,电器仪表,江苏,tushare
688455.SH,科捷智能,机械基件,山东,tushare
688456.SH,有研粉材,铜,北京,tushare
688458.SH,美芯晟,半导体,北京,tushare
688459.SH,哈铁科技,运输设备,黑龙江,tushare
688466.SH,金科环境,环境保护,北京,tushare
688468.SH,科美诊断,医疗保健,北京,tushare
688469.SH,芯联集成-U,半导体,浙江,tushare
688472.SH,阿特斯,电气设备,江苏,tushare
688475.SH,萤石网络,IT设备,浙江,tushare
688478.SH,晶升股份,半导体,江苏,tushare
688479.SH,友车科技,软件服务,上海,tushare
688480.SH,赛恩斯,环境保护,湖南,tushare
688484.SH,南芯科技,半导体,上海,tushare
688485.SH,九州一轨,运输设备,北京,tushare
688486.SH,龙迅股份,半导体,安徽,tushare
688488.SH,艾迪药业,生物制药,江苏,tushare
